tarih,home,away,home_goal_half,away_goal_half,home_goal_full,away_goal_full,home_possessions,away_possessions,home_mucadele,away_mucadele,home_havatopu,away_havatopu,home_steal,away_steal,home_ofsayt,away_ofsayt,home_corner,away_corner,home_pass,away_pass,home_accurate_pass,away_accurate_pass,home_pass_accuraty,away_pass_accuraty,home_long_pass,away_long_pass,home_accurate_long_pass,away_accurate_long_pass,home_shot,away_shot,home_accurate_shot,away_accurate_shot,home_not_accurate_shot,away_not_accurate_shot,home_engellenen_shot,away_engellenen_shot,home_direk,away_direk,home_xG,away_xG,home_ceza_sahasi,away_ceza_sahasi,home_uzaklastir,away_uzaklastir,home_faul,away_faul,home_yellow,away_yellow,home_red,away_red,1.5_alt,1.5_ust,"2,5_alt",2.5_ust,3.5_alt,3.5_ust,4.5_alt,4.5_ust,KG
9.01.2023,İstanbulspor,Gaziantep FK,0,1,1,1,%55,%45,37,48,15,16,11,11,3,3,7,3,545,446,436,355,"%80,0","%79,6",22,12,5,6,12,8,2,4,5,3,5,1,1,0,"1,61","0,46",26,13,9,31,6,8,1,1,1,1,0,1,1,0,1,0,1,0,1
3.01.2023,Ümraniyespor,Hatayspor,1,1,2,2,%48,%52,55,45,22,17,3,8,2,1,5,2,386,425,303,337,"%78,5","%79,3",26,15,7,5,11,17,3,5,5,10,3,2,0,0,"2,95","3,05",26,21,25,14,10,14,3,2,3,2,0,1,0,1,0,1,1,0,1
3.01.2023,Antalyaspor,Fenerbahçe,1,0,1,2,%36,%64,79,63,16,23,9,5,7,3,3,8,250,443,146,350,"%58,4","%79,0",13,21,3,7,8,18,2,4,3,8,3,6,1,3,"1,17","3,19",12,34,25,11,21,17,4,2,4,2,0,1,0,1,1,0,1,0,1
4.01.2023,Kasımpaşa,Alanyaspor,2,0,4,1,%29,%71,39,40,7,16,17,6,3,1,1,7,276,646,186,565,"%67,4","%87,5",7,40,2,11,11,14,6,2,5,9,0,3,0,0,"1,93","1,79",13,27,32,7,14,13,2,0,2,0,0,1,0,1,0,1,0,1,1
4.01.2023,Kayserispor,Fatih Karagümrük,0,2,2,4,%65,%35,59,51,21,11,5,7,1,2,6,2,578,321,490,228,"%84,8","%71,0",31,5,12,0,19,11,5,7,5,2,9,2,0,0,"1,91","1,11",30,10,13,24,12,16,1,3,1,3,0,1,0,1,0,1,0,1,1
4.01.2023,Galatasaray,MKE Ankaragücü,2,1,2,1,%44,%56,62,43,20,10,11,15,2,3,6,4,367,478,277,376,"%75,5","%78,7",19,16,7,6,12,9,5,2,6,3,1,4,0,0,"0,98","1,62",19,17,21,13,17,15,2,3,2,3,0,1,0,1,1,0,1,0,1
4.01.2023,Konyaspor,Sivasspor,1,1,2,2,%54,%46,57,48,26,8,19,13,3,0,4,3,476,401,401,320,"%84,2","%79,8",21,16,6,5,10,10,5,3,4,7,1,0,0,0,"1,58","1,28",31,14,11,19,13,13,4,1,4,1,0,1,0,1,0,1,1,0,1
5.01.2023,Gaziantep FK,Başakşehir,0,1,1,1,%44,%56,39,46,12,15,9,17,2,0,5,5,441,567,348,488,"%78,9","%86,1",18,13,6,4,14,16,3,6,7,4,4,6,0,0,1,"0,58",16,17,11,22,8,6,2,0,2,0,0,1,1,0,1,0,1,0,1
5.01.2023,Trabzonspor,Giresunspor,1,0,3,0,%67,%33,37,48,8,7,8,15,2,5,10,1,746,364,668,288,"%89,5","%79,1",23,5,6,2,17,5,8,1,4,2,5,2,1,0,"1,66","0,4",33,10,5,18,11,9,2,2,2,2,0,1,0,1,1,0,1,0,0
5.01.2023,Adana Demirspor,İstanbulspor,1,0,6,0,%52,%48,49,44,12,11,6,10,5,2,4,5,525,472,436,392,"%83,0","%83,1",9,14,3,2,17,8,11,3,5,4,1,1,0,0,"3,55","0,37",25,21,14,16,12,11,1,3,1,3,0,1,0,1,0,1,0,1,0
27.12.2022,MKE Ankaragücü,Ümraniyespor,1,1,1,2,%62,%38,34,44,6,23,8,8,1,1,8,5,617,373,546,301,"%88,5","%80,7",31,16,4,4,17,8,5,3,5,2,7,3,0,1,"1,9","0,99",27,18,11,25,13,14,1,4,1,4,0,1,0,1,1,0,1,0,1
27.12.2022,Başakşehir,Antalyaspor,0,0,2,0,%47,%53,57,44,15,6,11,7,2,1,1,3,514,586,447,499,"%87,0","%85,2",9,14,1,0,6,6,2,1,3,1,1,4,0,0,"1,11","0,19",10,15,17,8,14,15,2,2,2,2,0,1,1,0,1,0,1,0,0
27.12.2022,Fenerbahçe,Hatayspor,2,0,4,0,%66,%34,42,34,5,8,11,11,3,6,12,0,568,291,509,203,"%89,6","%69,8",20,4,8,1,25,4,15,0,4,3,6,1,1,0,"3,98","0,4",43,7,5,18,9,15,3,2,3,2,0,1,0,1,0,1,1,0,0
28.12.2022,Alanyaspor,Kayserispor,2,0,3,1,%43,%57,65,59,14,16,12,12,1,3,0,7,447,589,358,507,"%80,1","%86,1",11,24,2,4,5,14,3,4,2,4,0,6,0,0,"1,42","0,81",12,20,17,8,23,18,3,4,3,4,0,1,0,1,0,1,1,0,1
28.12.2022,İstanbulspor,Kasımpaşa,1,1,2,1,%51,%49,53,52,19,13,18,9,2,8,3,5,517,472,411,372,"%79,5","%78,8",9,29,2,7,10,11,4,3,6,6,0,2,1,0,"1,26","1,04",21,19,27,11,15,15,2,4,2,4,0,1,0,1,1,0,1,0,1
28.12.2022,Fatih Karagümrük,Trabzonspor,2,1,4,1,%31,%69,34,40,9,12,24,7,0,0,4,4,334,740,240,634,"%71,9","%85,7",10,23,4,4,10,13,6,7,3,4,1,2,1,1,"1,6","1,51",14,23,17,5,16,10,4,1,4,1,0,1,0,1,0,1,0,1,1
29.12.2022,Sivasspor,Galatasaray,0,1,1,2,%48,%52,69,70,24,29,15,6,7,2,2,3,385,424,255,293,"%66,2","%69,1",12,12,4,2,15,12,6,8,7,3,2,1,0,0,"1,7","1,22",14,22,15,11,14,14,3,5,3,5,0,1,0,1,1,0,1,0,1
29.12.2022,Giresunspor,Gaziantep FK,1,0,2,1,%48,%52,36,46,8,11,9,5,1,1,6,3,412,464,321,364,"%77,9","%78,4",29,15,3,4,13,11,6,6,2,3,5,2,0,0,"2,21","0,83",18,18,14,25,13,13,5,3,5,3,0,1,0,1,1,0,1,0,1
29.12.2022,Beşiktaş,Adana Demirspor,1,0,1,0,%56,%44,56,49,12,10,11,13,2,3,7,4,503,395,403,306,"%80,1","%77,5",30,13,5,1,16,13,5,3,8,5,3,5,0,1,"1,78","0,85",29,20,17,29,18,15,5,2,5,2,1,0,1,0,1,0,1,0,0
23.12.2022,Antalyaspor,MKE Ankaragücü,0,0,0,2,%54,%46,51,65,12,18,8,14,1,0,1,6,519,433,410,321,"%79,0","%74,1",16,19,3,6,11,8,2,2,7,5,2,1,2,0,"0,73","1,12",19,16,16,25,9,12,2,2,2,2,0,1,1,0,1,0,1,0,0
23.12.2022,Ümraniyespor,Başakşehir,1,1,1,3,%45,%55,48,48,12,10,8,4,0,2,1,2,447,571,371,481,"%83,0","%84,2",16,9,3,2,11,12,5,4,6,1,0,7,0,1,"0,92","1,66",9,23,12,9,16,18,3,1,3,1,0,1,0,1,0,1,1,0,1
24.12.2022,Hatayspor,Giresunspor,0,0,1,1,%71,%29,49,34,13,9,7,9,3,0,4,4,648,262,565,193,"%87,2","%73,7",14,11,3,2,11,12,4,4,5,7,2,1,0,1,"1,03","0,71",18,14,14,11,11,12,2,3,2,3,0,1,1,0,1,0,1,0,1
24.12.2022,Kasımpaşa,Sivasspor,1,1,1,2,%59,%41,53,72,20,27,10,13,1,2,4,6,569,401,471,293,"%82,8","%73,1",32,13,8,3,10,9,1,3,7,3,2,3,2,0,"0,89","1,27",22,13,13,29,18,9,4,2,4,2,0,1,0,1,1,0,1,0,1
24.12.2022,Trabzonspor,Fenerbahçe,0,0,2,0,%53,%47,77,59,20,20,8,14,6,3,5,2,392,358,292,259,"%74,5","%72,3",13,11,4,2,18,8,7,0,6,5,5,3,0,1,"1,34","0,53",21,13,14,30,20,19,4,4,4,4,0,1,1,0,1,0,1,0,0
25.12.2022,Adana Demirspor,Fatih Karagümrük,2,1,2,1,%51,%49,50,57,6,12,10,14,2,0,4,4,461,431,385,349,"%83,5","%81,0",9,20,3,5,16,14,6,3,6,9,4,2,0,0,"1,81","0,8",28,23,24,18,15,10,3,2,3,2,0,1,0,1,1,0,1,0,1
25.12.2022,Gaziantep FK,Beşiktaş,0,0,1,1,%35,%65,49,64,11,22,13,13,1,0,2,4,316,562,215,470,"%68,0","%83,6",8,32,1,7,10,20,3,1,4,13,3,6,0,0,"0,68","3,13",10,31,30,17,15,9,4,2,4,2,0,1,1,0,1,0,1,0,1
25.12.2022,Konyaspor,Alanyaspor,1,0,2,2,%48,%52,53,38,15,11,12,6,1,3,4,5,449,486,358,400,"%79,7","%82,3",18,11,4,4,10,15,3,6,4,5,3,4,0,2,"2,15","2,51",23,25,12,22,9,21,3,4,3,4,0,1,0,1,0,1,1,0,1
25.12.2022,Galatasaray,İstanbulspor,2,0,2,1,%48,%52,44,61,21,19,13,12,1,3,12,5,462,508,336,394,"%72,7","%77,6",22,18,7,4,17,12,5,2,8,7,4,3,2,0,"3,67","1,49",37,14,17,26,13,7,4,2,4,2,0,1,0,1,1,0,1,0,1
11.11.2022,Alanyaspor,Adana Demirspor,0,0,0,0,%61,%39,44,46,6,5,5,12,1,5,4,6,549,351,467,274,"%85,1","%78,1",27,14,8,5,16,9,4,1,9,2,3,6,0,0,"2,2","0,34",33,26,17,21,21,11,4,1,4,1,1,0,1,0,1,0,1,0,0
11.11.2022,MKE Ankaragücü,Trabzonspor,0,0,1,1,%48,%52,48,58,16,25,7,7,2,1,5,4,409,445,325,349,"%79,5","%78,4",23,19,3,5,10,9,1,3,4,5,5,1,0,0,"1,76","0,76",19,17,25,30,11,7,2,2,2,2,0,1,1,0,1,0,1,0,1
12.11.2022,Sivasspor,Ümraniyespor,1,1,2,2,%53,%47,56,49,20,19,12,11,0,1,6,5,425,383,333,300,"%78,4","%78,3",22,21,2,5,13,15,9,6,2,7,2,2,0,0,"1,49","2,02",21,16,19,20,12,16,1,0,1,0,0,1,0,1,0,1,1,0,1
12.11.2022,Fenerbahçe,Giresunspor,1,0,1,2,%50,%50,68,58,24,16,12,10,1,7,6,3,357,355,275,259,"%77,0","%73,0",10,6,2,2,14,7,2,4,9,1,3,2,0,0,"1,38","1,07",22,15,6,17,16,18,1,3,1,3,0,1,0,1,1,0,1,0,1
12.11.2022,Başakşehir,Galatasaray,0,3,0,7,%60,%40,51,51,11,12,9,11,0,1,2,6,517,324,429,245,"%83,0","%75,6",10,16,1,4,10,16,3,10,5,6,2,0,0,2,"0,36","2,17",9,30,15,9,14,15,2,2,2,2,0,1,0,1,0,1,0,1,0
13.11.2022,Fatih Karagümrük,Gaziantep FK,1,2,3,3,%60,%40,32,45,12,13,9,16,4,1,7,5,534,369,466,282,"%87,3","%76,4",32,14,8,5,18,11,8,5,7,4,3,2,1,0,"2,91","1,45",28,12,7,37,16,11,1,3,1,3,0,1,0,1,0,1,0,1,1
13.11.2022,İstanbulspor,Hatayspor,0,1,0,1,%50,%50,43,39,12,14,11,12,0,1,5,3,480,488,399,411,"%83,1","%84,2",23,11,8,2,8,10,3,5,3,2,2,3,0,0,"1,01","1,14",23,13,9,20,6,11,3,5,3,5,1,0,1,0,1,0,1,0,0
13.11.2022,Kayserispor,Konyaspor,1,2,1,2,%72,%28,47,33,15,11,6,8,1,1,9,2,605,236,528,162,"%87,3","%68,6",27,11,11,3,15,9,2,2,7,3,6,4,1,1,"1,23","1,38",21,16,10,22,11,16,4,4,4,4,0,1,0,1,1,0,1,0,1
26.02.2023,Beşiktaş,Antalyaspor,0,0,0,0,%61,%39,65,47,15,8,10,6,3,4,8,1,535,353,449,248,"%83,9","%70,3",28,4,11,1,20,3,5,1,10,1,5,1,0,0,"1,92","0,08",38,5,8,21,12,16,1,3,1,3,1,0,1,0,1,0,1,0,0
4.11.2022,Ümraniyespor,Alanyaspor,2,0,3,1,%33,%67,50,33,19,10,16,2,6,3,4,7,284,591,201,502,"%70,8","%84,9",13,25,7,5,12,8,6,3,4,2,2,3,1,1,"1,22","0,43",17,8,21,8,7,12,1,2,1,2,0,1,0,1,0,1,1,0,1
4.11.2022,Kasımpaşa,MKE Ankaragücü,0,0,1,1,%41,%59,49,27,15,9,15,3,0,3,4,0,339,501,255,431,"%75,2","%86,0",19,12,6,1,11,12,3,2,6,7,2,3,1,0,"1,09","1,48",20,24,15,11,8,12,1,2,1,2,0,1,1,0,1,0,1,0,1
5.11.2022,Giresunspor,İstanbulspor,1,1,3,2,%56,%44,62,38,20,10,10,9,2,1,9,2,493,394,394,280,"%79,9","%71,1",31,10,5,3,16,12,4,3,8,7,4,2,0,0,"0,61","1,88",29,10,11,30,5,13,1,4,1,4,0,1,0,1,0,1,0,1,1
5.11.2022,Galatasaray,Beşiktaş,1,1,2,1,%54,%46,51,56,19,18,8,12,0,4,10,7,326,284,245,203,"%75,2","%71,5",33,26,5,5,19,12,5,4,12,6,2,2,2,0,"1,69","0,7",31,18,28,29,15,13,3,4,3,4,0,1,0,1,1,0,1,0,1
6.11.2022,Gaziantep FK,Kayserispor,0,1,1,2,%48,%52,53,36,15,7,16,8,2,1,4,6,441,465,357,382,"%81,0","%82,2",18,19,7,2,16,12,4,5,8,4,4,3,2,1,"1,13","0,9",29,20,12,11,10,15,3,5,3,5,0,1,0,1,1,0,1,0,1
6.11.2022,Antalyaspor,Fatih Karagümrük,3,2,4,2,%55,%45,37,45,8,8,4,8,2,1,9,1,428,358,369,292,"%86,2","%81,6",24,10,8,4,22,16,7,7,7,7,8,2,0,0,"1,76","1,97",35,20,14,17,17,17,1,3,1,3,0,1,0,1,0,1,0,1,1
6.11.2022,Trabzonspor,Konyaspor,2,1,2,2,%60,%40,64,54,15,20,13,10,3,1,5,3,537,354,467,279,"%87,0","%78,8",17,15,4,6,21,10,8,5,5,2,8,3,0,0,"2,7","1,38",34,18,11,15,13,16,3,5,3,5,0,1,0,1,0,1,1,0,1
7.11.2022,Fenerbahçe,Sivasspor,0,0,1,0,%51,%49,58,55,20,17,2,5,0,4,2,3,374,356,305,277,"%81,6","%77,8",11,14,4,3,12,8,3,3,7,4,2,1,0,0,"1,61","0,28",16,12,15,9,18,23,6,6,6,6,1,0,1,0,1,0,1,0,0
7.11.2022,Hatayspor,Başakşehir,1,0,3,3,%36,%64,50,39,14,10,7,4,1,2,1,5,345,613,268,557,"%77,7","%90,9",16,21,5,1,8,11,5,4,2,4,1,3,0,1,"2,36","1,43",16,18,19,14,12,10,3,3,3,3,0,1,0,1,0,1,0,1,1
28.10.2022,Fatih Karagümrük,Galatasaray,0,0,0,2,%30,%70,38,43,7,12,6,7,2,2,3,11,231,532,158,469,"%68,4","%88,2",7,30,0,10,6,35,1,12,2,11,3,12,0,1,"0,18","3,72",7,46,25,16,9,13,2,1,2,1,0,1,1,0,1,0,1,0,0
29.10.2022,Konyaspor,Kasımpaşa,0,0,1,1,%60,%40,55,46,21,16,9,8,1,1,6,2,454,303,371,208,"%81,7","%68,6",30,14,9,0,17,7,3,1,9,4,5,2,1,0,"1,16","1,1",25,15,17,23,16,18,4,5,4,5,0,1,1,0,1,0,1,0,1
29.10.2022,Alanyaspor,Gaziantep FK,1,0,2,0,%51,%49,41,32,11,6,4,11,1,6,1,4,540,501,459,426,"%85,0","%85,0",8,19,2,4,9,15,5,4,2,8,2,3,0,1,"1,2","1,14",8,14,17,11,13,8,2,1,2,1,0,1,1,0,1,0,1,0,0
30.10.2022,MKE Ankaragücü,Hatayspor,1,0,4,1,%52,%48,31,31,6,11,11,7,2,1,5,5,441,393,375,318,"%85,0","%80,9",12,19,2,1,17,6,9,1,5,4,3,1,0,0,"2,48","1,42",21,15,25,14,6,9,2,1,2,1,0,1,0,1,0,1,0,1,1
30.10.2022,Beşiktaş,Ümraniyespor,2,1,5,2,%48,%52,46,45,14,11,11,10,2,3,9,4,392,420,319,342,"%81,4","%81,4",19,24,3,4,16,9,10,3,4,3,2,3,0,0,"2,42","0,95",26,14,23,19,16,10,2,3,2,3,0,1,0,1,0,1,0,1,1
30.10.2022,Kayserispor,Adana Demirspor,0,1,2,2,%60,%40,42,38,4,5,7,13,3,2,8,3,556,378,491,314,"%88,3","%83,1",27,8,7,0,11,14,6,5,4,5,1,4,0,0,"1,34","1,85",23,17,7,21,17,11,3,2,3,2,0,1,0,1,0,1,1,0,1
30.10.2022,İstanbulspor,Fenerbahçe,0,2,2,5,%37,%63,49,46,12,12,21,6,7,0,2,2,363,621,280,526,"%77,1","%84,7",9,9,2,3,4,13,2,7,2,5,0,1,0,0,"1,22","2,43",7,33,17,10,15,12,1,1,1,1,0,1,0,1,0,1,0,1,1
31.10.2022,Sivasspor,Antalyaspor,0,2,0,2,%61,%39,47,57,17,10,8,11,3,3,2,3,601,386,497,287,"%82,7","%74,4",14,6,2,1,6,7,0,3,4,3,2,1,0,0,"0,26","0,82",10,12,7,11,9,10,2,2,2,2,0,1,1,0,1,0,1,0,0
31.10.2022,Başakşehir,Giresunspor,1,0,3,1,%59,%41,49,45,17,9,7,6,5,4,2,4,498,347,431,265,"%86,5","%76,4",13,12,3,4,14,11,4,4,7,4,3,3,0,0,"1,47","1,14",19,14,9,17,19,13,1,2,1,2,0,1,0,1,0,1,1,0,1
21.10.2022,Antalyaspor,İstanbulspor,1,1,2,1,%65,%35,56,50,16,9,5,19,3,1,11,4,524,298,428,205,"%81,7","%68,8",31,6,5,3,20,11,8,6,5,4,7,1,1,0,"2,62","1,46",40,15,10,30,11,15,3,5,3,5,0,1,0,1,1,0,1,0,1
22.10.2022,Ümraniyespor,Fatih Karagümrük,1,1,1,3,%52,%48,44,30,12,6,16,13,3,4,5,4,422,396,335,305,"%79,4","%77,0",24,17,5,3,9,12,1,6,6,3,2,3,2,0,"0,57","1,11",17,20,14,18,13,14,0,3,0,3,0,1,0,1,0,1,1,0,1
22.10.2022,Trabzonspor,Sivasspor,1,0,1,0,%59,%41,54,46,19,14,14,16,0,1,4,3,594,411,498,326,"%83,8","%79,3",10,17,4,4,15,12,4,5,5,3,6,4,0,1,"0,71","0,93",20,11,11,13,17,16,2,2,2,2,1,0,1,0,1,0,1,0,0
22.10.2022,Fenerbahçe,Başakşehir,0,0,1,0,%57,%43,65,57,20,13,9,6,3,5,6,3,445,350,349,265,"%78,4","%75,7",18,4,6,2,14,3,3,1,6,2,5,0,0,0,"0,65","0,32",29,5,8,19,19,19,1,2,1,2,1,0,1,0,1,0,1,0,0
23.10.2022,Kasımpaşa,Kayserispor,0,1,0,1,%53,%47,64,57,22,19,11,12,0,2,10,6,432,387,355,301,"%82,2","%77,8",36,20,11,7,23,11,10,2,8,7,5,2,1,1,"1,27","1,47",32,20,9,22,11,19,2,1,2,1,1,0,1,0,1,0,1,0,0
23.10.2022,Adana Demirspor,Konyaspor,1,1,1,1,%55,%45,55,54,9,16,7,21,3,4,2,2,456,372,369,297,"%80,9","%79,8",13,16,3,3,24,12,4,4,13,5,7,3,1,0,"1,7","0,72",28,12,10,18,12,17,1,6,1,6,0,1,1,0,1,0,1,0,1
23.10.2022,Galatasaray,Alanyaspor,2,0,2,2,%34,%66,32,41,6,10,6,5,4,5,7,5,281,547,208,462,"%74,0","%84,5",17,22,4,6,18,15,12,6,3,5,3,4,0,1,"2,13","1,32",27,19,18,17,12,10,3,3,3,3,0,1,0,1,0,1,1,0,1
24.10.2022,Giresunspor,MKE Ankaragücü,0,0,1,1,%49,%51,62,60,17,22,14,8,1,1,5,2,349,368,245,262,"%70,2","%71,2",27,15,7,4,17,8,7,3,7,3,3,2,1,1,"1,48","1,15",36,14,14,25,12,17,3,6,3,6,0,1,1,0,1,0,1,0,1
24.10.2022,Hatayspor,Beşiktaş,0,1,2,1,%42,%58,48,42,19,13,8,10,2,2,1,11,365,479,283,410,"%77,5","%85,6",10,39,2,7,8,18,3,4,3,8,2,6,0,0,"0,95","1,22",8,33,39,11,9,10,4,1,4,1,0,1,0,1,1,0,1,0,1
14.10.2022,Alanyaspor,Antalyaspor,1,0,3,2,%58,%42,51,42,13,7,7,9,4,4,7,2,491,365,410,296,"%83,5","%81,1",26,12,5,4,9,13,6,7,2,2,1,4,0,0,"2,5","1,14",26,16,10,17,6,9,2,2,2,2,0,1,0,1,0,1,0,1,1
15.10.2022,Fatih Karagümrük,Hatayspor,2,0,3,0,%49,%51,39,29,9,9,10,5,2,2,5,6,443,455,371,382,"%83,7","%84,0",22,25,7,7,14,13,5,0,4,7,5,6,1,0,"1,81","0,78",28,22,18,15,6,18,3,2,3,2,0,1,0,1,1,0,1,0,0
15.10.2022,Kasımpaşa,Adana Demirspor,0,2,1,4,%53,%47,41,45,8,8,16,13,5,2,9,4,479,448,405,362,"%84,6","%80,8",35,11,8,3,23,14,8,5,6,4,9,5,1,0,"1,67","1,04",30,21,13,21,15,15,1,3,1,3,0,1,0,1,0,1,0,1,1
15.10.2022,Konyaspor,Gaziantep FK,0,0,0,1,%57,%43,52,50,10,17,4,4,1,2,8,5,469,374,407,309,"%86,8","%82,6",36,11,13,4,19,6,5,2,9,2,5,2,1,0,"2,46","0,6",27,11,9,32,15,17,2,5,2,5,1,0,1,0,1,0,1,0,0
15.10.2022,Kayserispor,Galatasaray,2,0,2,1,%39,%61,56,49,13,15,9,19,1,0,6,15,361,547,271,454,"%75,1","%83,0",12,43,6,16,18,12,5,3,11,6,2,3,0,0,"1,59","0,69",25,37,38,7,11,10,2,1,2,1,0,1,0,1,1,0,1,0,1
16.10.2022,Başakşehir,İstanbulspor,1,0,2,0,%57,%43,45,42,15,8,4,8,5,1,5,2,504,377,433,287,"%85,9","%76,1",17,14,5,4,11,10,5,1,5,4,1,5,1,0,"0,73","0,55",17,11,15,11,10,14,4,1,4,1,0,1,1,0,1,0,1,0,0
16.10.2022,Beşiktaş,Trabzonspor,1,2,2,2,%58,%42,47,47,13,12,10,12,2,1,4,3,481,353,394,254,"%81,9","%72,0",32,9,10,4,17,10,7,4,7,4,3,2,1,0,"1,84","1,07",32,9,6,24,11,12,3,3,3,3,0,1,0,1,0,1,1,0,1
17.10.2022,Sivasspor,Giresunspor,2,0,3,0,%48,%52,49,44,17,8,4,2,1,5,2,0,462,498,375,416,"%81,2","%83,5",18,9,4,4,16,11,6,1,5,6,5,4,1,0,"1,3","0,57",26,20,7,14,10,10,0,1,0,1,0,1,0,1,1,0,1,0,0
17.10.2022,MKE Ankaragücü,Fenerbahçe,0,2,0,3,%54,%46,46,49,6,13,7,10,6,0,5,2,467,401,376,324,"%80,5","%80,8",15,10,2,2,8,10,1,5,2,4,5,1,0,0,"0,43","2,12",17,19,7,20,12,15,2,1,2,1,0,1,0,1,1,0,1,0,0
7.10.2022,Gaziantep FK,Adana Demirspor,0,0,1,1,%41,%59,35,39,8,7,10,9,2,4,2,5,313,468,248,405,"%79,2","%86,5",18,17,3,5,8,22,4,7,4,9,0,6,0,2,"0,74","2,42",18,24,21,11,15,14,2,1,2,1,0,1,1,0,1,0,1,0,1
8.10.2022,İstanbulspor,MKE Ankaragücü,0,1,1,2,%55,%45,63,53,18,13,9,8,4,1,5,2,473,395,373,305,"%78,9","%77,2",22,12,8,1,10,14,2,7,5,5,3,2,0,0,"1,47","1,81",24,23,15,22,13,14,2,2,2,2,0,1,0,1,1,0,1,0,1
8.10.2022,Antalyaspor,Konyaspor,0,0,1,1,%40,%60,59,58,12,13,13,8,2,1,2,3,315,478,241,396,"%76,5","%82,8",9,21,2,5,12,11,3,5,6,4,3,2,0,1,"0,57","1,51",11,18,19,11,15,12,4,4,4,4,0,1,1,0,1,0,1,0,1
8.10.2022,Giresunspor,Beşiktaş,0,1,0,1,%52,%48,45,54,10,17,12,6,3,0,5,8,362,327,285,251,"%78,7","%76,8",15,22,3,6,8,14,1,5,3,4,4,5,0,0,"0,32","1,94",11,26,19,16,20,12,4,3,4,3,1,0,1,0,1,0,1,0,0
9.10.2022,Ümraniyespor,Kayserispor,0,1,2,2,%48,%52,53,41,22,14,14,13,1,1,3,4,410,441,321,363,"%78,3","%82,3",15,15,4,5,10,12,5,3,3,5,2,4,1,0,"0,76","1,42",12,12,8,15,11,16,3,0,3,0,0,1,0,1,0,1,1,0,1
9.10.2022,Hatayspor,Alanyaspor,0,0,1,0,%29,%71,36,32,7,13,11,7,0,4,5,5,277,708,191,625,"%69,0","%88,3",20,20,6,4,11,10,4,5,3,2,4,3,1,0,"0,98","1,32",13,30,23,13,9,11,2,2,2,2,1,0,1,0,1,0,1,0,0
9.10.2022,Fenerbahçe,Fatih Karagümrük,2,2,5,4,%54,%46,51,47,17,10,8,6,1,4,3,0,399,324,311,240,"%77,9","%74,1",16,13,2,2,16,6,9,4,2,2,5,0,1,0,"2,85","1,62",26,9,11,23,17,16,1,4,1,4,0,1,0,1,0,1,0,1,1
10.10.2022,Trabzonspor,Kasımpaşa,0,0,0,0,%60,%40,46,49,15,14,12,11,2,3,10,3,522,348,438,252,"%83,9","%72,4",28,20,1,3,20,7,3,1,11,5,6,1,0,0,"0,73","0,24",27,8,20,29,10,18,1,3,1,3,1,0,1,0,1,0,1,0,0
10.10.2022,Başakşehir,Sivasspor,0,1,0,2,%68,%32,48,52,18,15,4,17,1,2,9,3,702,327,619,233,"%88,2","%71,3",22,5,3,0,21,7,6,5,6,1,9,1,0,0,"1,15","2,01",38,8,7,21,10,9,2,0,2,0,0,1,1,0,1,0,1,0,0
1.10.2022,Kasımpaşa,Gaziantep FK,0,0,1,0,%53,%47,44,51,7,16,9,9,6,1,4,6,407,371,328,282,"%80,6","%76,0",17,16,4,6,11,8,4,1,5,6,2,1,0,0,"0,95","0,76",16,15,15,20,16,21,1,2,1,2,1,0,1,0,1,0,1,0,0
1.10.2022,MKE Ankaragücü,Başakşehir,0,1,1,2,%48,%52,43,53,9,10,9,15,2,0,8,6,395,442,314,373,"%79,5","%84,4",26,12,6,1,10,8,4,3,2,2,4,3,0,0,"1,48","0,62",20,14,7,21,16,13,1,2,1,2,0,1,0,1,1,0,1,0,1
1.10.2022,Kayserispor,Trabzonspor,1,0,1,2,%45,%55,36,32,11,9,14,6,2,0,7,6,389,468,320,399,"%82,3","%85,3",17,21,4,3,14,20,4,9,4,5,6,6,1,0,"1,42","2,06",14,32,26,19,12,13,4,3,4,3,0,1,0,1,1,0,1,0,1
1.10.2022,Adana Demirspor,Galatasaray,0,0,0,0,%45,%55,47,45,5,10,20,12,3,2,4,7,357,437,269,356,"%75,4","%81,5",8,16,1,2,8,23,2,5,3,8,3,10,0,1,"0,55","1,95",13,43,20,14,12,15,1,5,1,5,1,0,1,0,1,0,1,0,0
2.10.2022,Alanyaspor,Giresunspor,0,0,1,1,%70,%30,40,49,17,11,6,9,2,4,11,3,594,257,514,180,"%86,5","%70,0",27,9,6,2,14,8,5,6,6,1,3,1,0,0,"2,39","1,62",46,24,8,27,21,7,4,2,4,2,0,1,1,0,1,0,1,0,1
2.10.2022,Sivasspor,Hatayspor,1,2,1,2,%68,%32,46,42,18,12,6,9,3,0,12,4,517,259,431,150,"%83,4","%57,9",44,8,14,3,29,4,8,2,13,1,8,1,0,0,"2,42","1,38",52,12,6,33,8,11,1,4,1,4,0,1,0,1,1,0,1,0,1
2.10.2022,Konyaspor,Ümraniyespor,1,0,1,0,%56,%44,46,46,15,10,8,7,4,0,4,8,410,316,337,245,"%82,2","%77,5",19,25,7,5,8,16,3,6,5,3,0,7,0,0,"0,54","0,69",24,19,20,12,11,18,3,1,3,1,1,0,1,0,1,0,1,0,0
